gg,run,applicationCompletionTime,x1,x2,x3,dataSize,nContainers
42,42,65.9770741572118,5.597707415721181,8.19746719304421,7.107002532865749,1,6
43,43,63.436241699987775,5.343624169998778,8.789170113330895,6.264190664579378,1,8
44,44,56.737318173542405,4.67373181735424,7.934836600110938,5.620413909544043,1,10
45,45,71.49493184655427,6.149493184655427,8.536977224382309,6.796258884887831,1,12
46,46,67.81106977315815,5.781106977315815,6.775817796199301,7.855698065122033,1,14
47,47,57.15854801669245,4.715854801669245,6.327766447458743,1.7234286149254396,1,16
48,48,52.454175928071365,4.2454175928071365,8.621714292051408,2.6459158366364512,1,18
49,49,71.13033725104671,6.113033725104671,8.023163458819878,4.38729808730172,1,20
50,50,78.3787440395419,6.837874403954189,8.49298543232855,11.511472454883945,1,22
51,51,76.50519776218263,6.650519776218263,6.193126325254734,5.8347290173219015,1,24
52,52,72.29704399134339,6.229704399134339,8.381694622174646,5.263731548263174,1,26
53,53,58.75826090436921,4.875826090436921,7.194962495971833,5.9828737034787185,1,28
54,54,71.87193957653142,6.187193957653141,8.67698625582874,5.428084527995599,1,30
55,55,59.9037350358977,4.99037350358977,7.709676035099857,10.746772364483029,1,32
56,56,57.21763843513319,4.721763843513319,7.757403893935091,9.822357055926119,1,34
57,57,69.5509687404047,5.9550968740404695,7.02803487221421,11.447844388727018,1,36
58,58,58.74661302101488,4.874661302101488,8.755103829494413,10.835436101191313,1,38
59,59,51.82779318162994,4.182779318162995,6.6944246972469745,7.283647287530114,1,40
60,60,79.12947049337546,6.9129470493375464,7.901144932710617,6.43911114612168,1,2
61,61,57.45585239037762,4.745585239037762,6.284467689089486,6.621472797268414,1,4
62,62,59.71964484914145,4.971964484914145,6.8937516676032145,9.205589562936625,1,6
63,63,79.659755086065,6.9659755086065,7.94017062337717,12.194821272678777,1,8
64,64,63.107663966414016,5.310766396641402,7.268860183016807,6.08913898772917,1,10
65,65,64.19976714093318,5.419976714093318,6.710857796924215,9.046154840704133,1,12
66,66,55.1942990640199,4.5194299064019905,6.805462297567266,7.98795809192123,1,14
67,67,60.39239860553113,5.039239860553113,6.255601046540412,7.4969171447220555,1,16
68,68,52.39896027028991,4.239896027028991,7.540833876954375,4.573519614125308,1,18
69,69,57.718784704319425,4.771878470431942,7.7575448499910244,5.605723612472075,1,20
70,70,53.37372882879434,4.337372882879434,7.517280882828079,6.735142048182824,1,22
71,71,68.34898832656809,5.834898832656809,7.4460160351682365,5.619750644879085,1,24
72,72,76.33959132966953,6.633959132966953,7.783680628416532,8.725224387588078,1,26
73,73,65.5158035914406,5.55158035914406,7.605797379023217,10.111951003989947,1,28
74,74,73.39401750071531,6.33940175007153,6.094964251566315,4.451624329761897,1,30
75,75,76.48029274130663,6.648029274130663,7.619349305655376,4.64249925044297,1,32
76,76,52.186588104885274,4.218658810488527,7.568373432902476,5.679305345833047,1,34
77,77,66.44190232128979,5.644190232128979,8.461791946542979,10.010490064457159,1,36
78,78,64.03900094543889,5.403900094543889,7.732853992245032,9.168028601428066,1,38
79,79,72.09060878407831,6.209060878407831,6.8860097667715925,2.453707177082091,1,40
80,80,56.629318501517254,4.662931850151725,7.29613015459598,5.931954152372931,1,2
81,81,70.45718559739683,6.045718559739682,7.856257600095029,9.401203007717294,1,4
82,82,53.19682618887612,4.3196826188876125,8.11498671599827,10.222737846796651,1,6
83,83,75.25231613295473,6.525231613295473,7.199391666614169,9.296233310170338,1,8
84,84,68.20901334162923,5.820901334162923,7.619669963138368,8.710282297663689,1,10
85,85,52.21976889056137,4.221976889056137,8.565369570900632,11.543744763509745,1,12
86,86,61.821571612491994,5.182157161249199,8.415725061740087,13.599095771015657,1,14
87,87,55.94077818688518,4.594077818688518,7.899767381515032,11.593206069043791,1,16
88,88,74.14394445875391,6.414394445875391,8.025718477257172,8.856199104270772,1,18
89,89,50.548855124197715,4.054885512419771,6.9232712151662845,1.8109634289707124,1,20
90,90,62.25166394760046,5.225166394760047,7.401791867493756,9.587158205246396,1,22
91,91,50.612051358905845,4.061205135890584,8.28521472090786,6.6146793764541805,1,24
92,92,60.06106195043907,5.006106195043907,6.4150647890901755,8.735550925305338,1,26
93,93,60.48447032688549,5.048447032688549,8.952211680899042,11.86059297441728,1,28
94,94,71.96730464783435,6.196730464783435,8.754935651849848,11.78987771319146,1,30
95,95,60.84737840031239,5.084737840031239,8.584384898784016,9.346434786818001,1,32
96,96,71.26155336873413,6.126155336873413,6.700248760725042,8.43906775873904,1,34
97,97,79.67875908736106,6.967875908736106,7.024937991598268,6.925028232563879,1,36
98,98,54.424784949150265,4.442478494915027,7.8728569307034055,5.588725182095995,1,38
99,99,59.57141209278143,4.957141209278143,6.116723506806379,6.294034256631505,1,40
